"ABBREV";"LABEL";"NAME";"DESCRIPTION";"DATA_TYPE";"NOT_NULL";"TYPE";"STATUS";"DISPLAY_NAME";"ONTOLOGY_REFERENCE";"BIBLIOGRAPHICAL_REFERENCE";"PROPERTY";"METHOD";"SCALE";"SCALE_UNIT";"SCALE_TYPE";"SCALE_LEVEL";"DEFAULT_VALUE";"MINIMUM_VALUE";"MAXIMUM_VALUE";"VARIABLE_SET";"SYNONYM";"ENTRY_MESSAGE";"CODED_VALUES";"NOTES"
;"SpFert";"spikelet fertility";"The abundance of well-developed spikelets as a percentage of the total number of spikelets on five representative panicles. At growth stage: 9 [RD:7.5.14.]";"integer";"FALSE";"observation";"active";"Spikelet Fertility";"CO_320:0000303";"Crop Ontology";;"Determined by pressing the spikelets with the fingers and counting those that have no grains or the percent seed setting."" [CO:rs]";"1= Completely sterile (0%)\n2= Highly sterile (1-49%)\n3= Partly sterile (50-74%)\n4= Fertile (75-90%)\n5= Highly fertile (>90%).";;"categorical";;;1;5;"agronomic";"fertile spikelets;SpFert";;;"added by consie"
;"SpFert";"spikelet fertility";"At growth stage: 9";"integer";"FALSE";"observation";"active";"Spikelet Fertility";;"SES 4th Ed. 1996";;"Identify the fertile spikelets by pressing the spikelets with the fingers and noting those that have no grains.";"1= Highly fertile (>90%)\n3= Fertile (75-89%)\n5= Partly sterile (50-74%)\n7= Highly sterile (<50% to trace)\n9= (0%)";;"categorical";;;1;9;"agronomic";;;;"added by consie"
;;"spikelet sterility";;"integer";"FALSE";"observation";"active";"Spikelet Sterility";"CO_320:000032";"Crop Ontology";;;"1= Completely sterile 100\n3= Highly sterile 99.0-99.9\n5= Sterile 95.0-98.9\n7= Partially sterile 70.0-94.9\n9= Partially fertile to fertile <70. [SES:21B]";;"categorical";;;1;9;"hybrid";;;;"added by consie"
;;"spikelet sterility";"This trait of male sterile line is monitored at growth stages 8 and 9. ";"integer";"FALSE";"observation";"active";"Spikelet Sterility";;"SES 4th Ed. 1996";;"Two primary panicles of at least 50 plants of a male sterile line are bagged with glassine bags at growth stage 5-6 before their anthesis begins. Filled and unfilled spikelets of the bagged panicles are counted. A male sterile line is considered stable if its pollen and/or spikelets sterility ranges from scale 1 to 3. Otherwise, it is considered unstable.";"1= Completely sterile 100\n3= Highly sterile 99.0-99.9\n5= Sterile 95.0-98.9\n7= Partially sterile 70.0-94.9\n9= Partially fertile to fertile <70";;"categorical";;;1;9;"hybrid";;;;"added by consie"
;;"stem borer damage";"The trait is scored for the plant damage caused by stem borers, Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (african whiteheads), Diopsis macrophthalma (stalked-eyed fly), and several other species. [CO:rs]";"integer";"FALSE";"observation";;"Stem borer damage";"CO_320:0000208";"Crop Ontology";;"At growth stage: 3-5 (deadhearts); 8-9 (white heads)";"SCALE (Deadhearts)\n0= No injury\n1= 1-10%\n3= 11-20%\n5= 21-30%\n7= 31-60%\n61% and above. [SES:63]";;"categorical";;;0;7;"stress";"stem borer deadheart;striped stem borer;yellow stem borer";;;"added by consie"
"SB_DEAD_0_9";"SB";"stem borers";"Causal agent: Chilo suppressalis (striped); C. polychrysus (dark headed); Rupela albinella (South American white); Scirpophaga incertulas (yellow); S. Innotata (white); Sesamia inferens (pink); Maliarpha separatella (African whiteheads); Diopsis macrophthalma (Stalked-eyed fly); and several other species.";"integer";"FALSE";"observation";;"stem borers";;"SES 4th Ed. 1996";;"Stem dissections from 10 hills of susceptible checks are necessary at maximum tillering, panicle initiation and late ripening, in order to identify SB species and to assess more accurately the actual incidence of stem damage.\n\n\nAt growth stage: 3-5 (deadhearts)\n8-9 (whiteheads)";"Scale (Deadhearts)\n0= No damage\n1= 1-10%\n3= 11-20%\n5= 21-30%\n7= 31-60%\n9= 61% and above";;"categorical";;;0;9;"stress";;"Deadhearts and whiteheads in the susceptible check should average more than 20 and 10%, respectively, of infested tillers for the test to be considered valid. Percentage of susceptible check should be recorded. Percentage of deadhearts and whiteheads is based on tiller count and productive tillers (panicles), respectively. For Diopsis spp., it is not necessary to estimate whiteheads since infestation occurs usually at growth stages 2-4. For Maliarpha separatella, however, stem dissection is the only way to accurately estimate both the damage  and incidence. Ten to 50 hills are dissected and percentage infested tiller are rated in accordance with the scale for deadhearts. Unlike whiteheads, infested tillers do produce some panicles and so the relationships between whiteheads/infested tillers and yield are not quite the same. For deepwater rice, make dissections of 20 or more tillers per plot or row at growth stages 6-8 and count the numbers of infested (or damaged) tillers. Apply the above index using the numbers of deadhearts. Scoring for whiteheads is of little value in deepwater rice.";;"added by consie"
"SB_WHITE_0_9";"SB";"stem borers";"Causal agent: Chilo suppressalis (striped); C. polychrysus (dark headed); Rupela albinella (South American white); Scirpophaga incertulas (yellow); S. Innotata (white); Sesamia inferens (pink); Maliarpha separatella (African whiteheads); Diopsis macrophthalma (Stalked-eyed fly); and several other species.";"integer";"FALSE";"observation";;"stem borers";;"SES 4th Ed. 1996";;"Stem dissections from 10 hills of susceptible checks are necessary at maximum tillering, panicle initiation and late ripening, in order to identify SB species and to assess more accurately the actual incidence of stem damage.\n\n\nAt growth stage: 3-5 (deadhearts)\n8-9 (whiteheads)";"Scale (Whiteheads)\n0= No damage\n1= 1-5%\n3= 6-10%\n5= 11-15%\n7= 16-25%\n9= 26% and above";;"categorical";;;0;9;"stress";;"Deadhearts and whiteheads in the susceptible check should average more than 20 and 10%, respectively, of infested tillers for the test to be considered valid. Percentage of susceptible check should be recorded. Percentage of deadhearts and whiteheads is based on tiller count and productive tillers (panicles), respectively. For Diopsis spp., it is not necessary to estimate whiteheads since infestation occurs usually at growth stages 2-4. For Maliarpha separatella, however, stem dissection is the only way to accurately estimate both the damage  and incidence. Ten to 50 hills are dissected and percentage infested tiller are rated in accordance with the scale for deadhearts. Unlike whiteheads, infested tillers do produce some panicles and so the relationships between whiteheads/infested tillers and yield are not quite the same. For deepwater rice, make dissections of 20 or more tillers per plot or row at growth stages 6-8 and count the numbers of infested (or damaged) tillers. Apply the above index using the numbers of deadhearts. Scoring for whiteheads is of little value in deepwater rice.";;"added by consie"
;;"stem rot";;"integer";"FALSE";"observation";;"stem rot";"CO_320:0000186";"Crop Ontology";;;"SCALE (Incidence: percentage of infected tillers)\n0= No disease observed\n1= Less than 1%\n3= 1-5%\n5= 6-25%\n7= 26-50%\n9= 51-100%. [SES:42]";;"categorical";;;0;9;"stress";;;;"added by consie"
;"SR";"stem rot";"Causal agent: Magnaporthe salvinii (Nakataea sigmoidea, Sclerotium oryzae), and Helminthosporium sigmoideum var. irregulare.\n\nSymptoms: Dar lesions develop on the stems near the water line. Small, dark bodies (sclerotia) develop, weaken the stem, and cause lodging.";"integer";"FALSE";"observation";;"stem rot";;"SES 4th Ed. 1996";;"At growth stage: 7-9";"Scale (Stems with lesions and sclerotia)\n\n0= No incidence\n1= Less than 1%\n3= 1-5%\n5= 6-25%\n7= 26-50%\n9= 51-100%";;"categorical";;;0;9;"stress";;;;"added by consie"
;"SLmC";"sterile lemma color";"Color of the sterile lemma. [CO:rs]";"integer";"FALSE";;"active";"Sterile Lemma Color";"CO_320:0000301";;;"Observe five representative plants. [RD:7.5.13]";"1 020 Straw\n2 040 Gold\n3 070 Red\n4 080 Purple. [RD:7.5.13]";;"categorical";;;1;4;"morphological";;;;
;"SLmL";"sterile lemma length";"Length of sterile lemma. [CO:rs]";"float";"FALSE";;"active";"Sterile Lemma Length";"CO_320:0000223";;;"Record the average length of five spikelets. For spikelets with symmetrical sterile lemmas (i.e. sterile length the same on both sides), record the length here. For spikelets with asymmetrical sterile lemmas (i.e. sterile lemma on one side longer than that on the other), record here only the length of the shorter sterile lemma. [RD:7.5.10]";"Measured in mm. [RD:7.5.10]";;"continuous";;;;;"morphological";;;;
;"SLmL";"sterile lemma length";"Length of sterile lemma. [CO:rs]";"integer";"FALSE";;"active";"Sterile Lemma Length";"CO_320:0000224";;;"Record the average length of five spikelets. For spikelets with symmetrical sterile lemmas (i.e. sterile length the same on both sides), record the length here. For spikelets with asymmetrical sterile lemmas (i.e. sterile lemma on one side longer than that on the other), record here only the length of the shorter sterile lemma. [RD:7.5.10]";"3 Short\n5 Medium\n7 Long\n9 Extra long. [RD:7.5.10]";;"categorical";;;3;9;"morphological";;;;
;;"sterile lemma shape";"Shape of sterile lemma. [CO:rs]";"integer";"FALSE";;"active";"Sterile Lemma Shape";"CO_320:0000299";;;"For wild species. [RD:7.5.12]";"0 Absent\n1 Linear (long and slender)\n2 Subulate or setaceous (linear and tapering to a fine point, set with\nor consisting of bristles)\n3 Triangular (and very small). [RD:7.5.12]";;"categorical";;;0;3;"morphological";;;;
;"SgC";"stigma color";"Color of stigma. [CO:rs]";"integer";"FALSE";;"active";"Stigma Color";"CO_320:0000226";;;"Observed at anthesis (between 0900 and 1400) using a hand lens. [RD:7.4.2]";"1 010 White\n2 061 Light green\n3 030 Yellow\n4 081 Light purple\n5 080 Purple. [RD:7.4.2]";;"categorical";;;1;5;"morphological";;;;
;;"stigma exsertion";"This trait is monitored at growth stage 6-7.";"integer";"FALSE";"observation";"active";"stigma exsertion";;"SES 4th Ed. 1996";;"Counting the number of florets which have completed anthesis on a given day and the number of florets showing exserted stigma on one or both sides of the florets and expressed as percent stigma exsertion.";"1= above 70\n3= 41-70\n5= 21-40\n7= 11-20\n9= 0-10";;"categorical";;;1;9;"hybrid";;;;"added by consie"
"SUB_GRNH_1_9";;"submergence tolerance";;"integer";"FALSE";"observation";;"Submergence Tolerance";"CO_320:0000067";"Crop Ontology";;"Greenhouse screening: For greenhouse screening count or % survival (S) of test entries and resistant control entry such as FR13A. Compute for % comparative survival value as follows: % S of entry / % S of control x 100. At growth stage: 2.\n\n\nField evaluation: The period of submergence varies and often is not under full experimental control. Record actual % of plants that survived.";"SCALE (% comparative survival)\n1= 100\n3= 95-99\n5= 75-94\n7= 50-74\n9= 0-49. [SES:86]";;"categorical";;;1;9;"stress";"submergence sensitivity";;;"added by consie"
"SUB1_FLD_1_9";"SUB1";"submergence tolerance";"Field evaluation";"integer";"FALSE";"observation";;"Submergence Tolerance";;;;"Field evaluation: The period of submergence varies and often is not under full experimental control. Record actual % of plants that survived.";"SCALE (% comparative survival)\n1= 100\n3= 95-99\n5= 75-94\n7= 50-74\n9= 0-49.";;"categorical";;;1;9;"stress";;;;"added by consie"
"T1_CONT";"T1";"T1 fertilizer";"T1 fertilizer used";"character varying";"FALSE";"metadata";;"T1 fertilizer";;;;"Record topdress 1 fertilizer used";;;"continuous";;;;;"field management";"Topdress 1";;;"added by consie"
"Amt_T1_CONT";"Amount_T1";"T1 fertilizer amount";"Amount of T1 fertilizer used";"character varying";"FALSE";"metadata";;"T1 fertilizer amount";;;;"Record the amount of topdress 1 fertilizer";"Measured in grams.";;"continuous";;;;;"field management";;;;"added by consie"
"Date_T1_CONT";"Date_T1";"T1 fertilizer application date";"Date of T1 fertilizer application";"character varying";"FALSE";"metadata";;"T1 fertilizer application date";;;;"Record the date of topdress 1 application";;;"continuous";;;;;"field management";;;;"added by consie"
"T2_CONT";"T2";"T2 fertilizer";"T2 fertilizer used";"character varying";"FALSE";"metadata";;"T2 fertilizer";;;;"Record topdress 2 fertilizer used";;;"continuous";;;;;"field management";"Topdress 2";;;"added by consie"
"Amt_T2_CONT";"Amount_T2";"T2 fertilizer amount";"Amount of T2 fertilizer used";"character varying";"FALSE";"metadata";;"T2 fertilizer amount";;;;"Record the amount of topdress 2 fertilizer";"Measured in grams";;"continuous";;;;;"field management";;;;"added by consie"
"Date_T2_CONT";"Date_T2";"T2 fertilizer application date";"Date of T2 fertilizer application";"character varying";"FALSE";"metadata";;"T2 fertilizer application date";;;;"Record the date of topdress 2 application";;;"continuous";;;;;"field management";;;;"added by consie"
;;"thrips";"Causal agent: Stenchaetothrips biformis";"integer";"FALSE";"observation";;"thrips";;"SES 4th Ed. 1996";;;"1= Rolling of terminal 1/3 area of 1st leaf\n3= Rolling of terminal 1/3-1/2 area of 1st and 2nd leaves\n5= Rolling of terminal 1/2 area of 1st, 2nd, and 3rd leaves; yellowing of leaf tips\n7= Rolling of entire length of all leaves; pronounced yellowing\n9= Complete plant wilting, followed by severe yellowing and scorching.";;"categorical";;;1;9;"stress";;;;"added by consie"
;;"thrips damage";"The trait is scored for the plant damage caused by thrips (Stenchaetothrips biformis). [CO:rs]";"integer";"FALSE";"observation";;"thrips damage";"CO_320:0000210";"Crop Ontology";;;"1 Rolling of terminal 1/3 area of 1st leaf\n3 Rolling of terminal 1/3-1/2 area of 1st and 2nd leaves\n5 Rolling of terminal 1/2 area of 1st, 2nd, and 3rd leaves; yellowing of leaf tips\n7 Rolling of entire length of all leaves; pronounced yellowing\n9 Complete plant wilting, followed by severe yellowing and scorching. [SES:69]";;"categorical";;;1;9;"stress";;;;"added by consie"
"TIL_AVE_CONT";"TIL";"tiller";"Number of tillers";"float";"FALSE";"observation";;"Tiller";;;;"At growth stage 5 - Average of Plant Samples";"Average number of tillers from plant samples";;"categorical";;;;;"stress";;;;"added by consie"
"TIL_SCOR_1_9";;"tillering";"Degree of tillering is affected by variety, spacing of plants in the field, season of planting, and environmental conditions e.g. nitrogen levels. [CO:rs] At growth stage 5.";"character varying";"FALSE";"observation";"active";"Tillering";"CO_320:0000079";"Crop Ontology";;;"1= Very high (more than 25 tillers/plant)\n3= Good (20/25 tillers/plant)\n5= Medium (10-19 tillers/plant)\n7= Low (5-9 tillers/plant)\n9= Very low (less than 5 tillers/plant). [SES:2]";;"categorical";"ordinal";;"9 Very low (less than 5 tillers/plant)";"1 Very high (more than 25 tillers/plant)";"agronomic";"Ti;tiller number;TN";;"1 Very high (more than 25 tillers/plant);3 Good (20/25 tillers/plant);5 Medium (10-19 tillers/plant);7 Low (5-9 tillers/plant);9 Very low (less than 5 tillers/plant)";"checked by consie"
"TILL1_CONT";"TILL1";"tillering";"Number of tillers from sample 1";"float";"FALSE";"observation";;"Tillering";;"IRIS";;"At growth stage 5 - Plant sample 1";"Number of tillers/plant";;"continuous";;;;;"agronomic";;;;"added by consie"
